Time(ms),RPM,TPS(%),Coolant(C),MAP(mBar),VBAT(V),Gear,Lambda1,CRC32
21660,1800,-1.00,3.6,-1.0,14.15,-1,1.002,19
21680,1800,-1.00,3.6,-1.0,14.10,-1,1.002,24
21700,1800,-1.00,3.6,-1.0,14.16,-1,1.002,23
21720,1800,-1.00,3.6,-1.0,14.11,-1,1.002,18
21740,1800,-1.00,3.6,-1.0,14.10,-1,1.002,21
21760,1800,-1.00,3.7,-1.0,14.11,-1,1.002,23
21780,1800,-1.00,3.7,-1.0,14.18,-1,1.002,16
21800,1800,-1.00,3.7,-1.0,14.14,-1,1.002,27
21820,1800,-1.00,3.7,-1.0,14.14,-1,1.002,25
21840,1800,-1.00,3.7,-1.0,14.12,-1,1.002,25
21860,1800,-1.00,3.8,-1.0,14.19,-1,1.002,31
21880,1800,-1.00,3.8,-1.0,14.18,-1,1.002,16
21900,1800,-1.00,3.8,-1.0,14.15,-1,1.002,20
21920,1800,-1.00,3.8,-1.0,14.13,-1,1.002,16
21940,1800,-1.00,3.8,-1.0,14.11,-1,1.002,20
21960,1800,-1.00,3.8,-1.0,14.18,-1,1.002,31
21980,1800,-1.00,3.9,-1.0,14.13,-1,1.002,27
22000,1800,-1.00,3.9,-1.0,14.11,-1,1.002,27
22020,1800,-1.00,3.9,-1.0,14.16,-1,1.002,30
22040,1800,-1.00,3.9,-1.0,14.14,-1,1.002,26
22060,1800,-1.00,3.9,-1.0,14.14,-1,1.002,24
22080,1800,-1.00,3.9,-1.0,14.10,-1,1.002,18
22100,1800,-1.00,4.0,-1.0,14.18,-1,1.002,29
22120,1800,-1.00,4.0,-1.0,14.18,-1,1.002,31
22140,1800,-1.00,4.0,-1.0,14.18,-1,1.002,25
22160,1800,-1.00,4.0,-1.0,14.12,-1,1.002,17
22180,1800,-1.00,4.0,-1.0,14.16,-1,1.002,27
22200,1800,-1.00,4.1,-1.0,14.16,-1,1.002,17
22220,1800,-1.00,4.1,-1.0,14.17,-1,1.002,18
22240,1800,-1.00,4.1,-1.0,14.18,-1,1.002,27
22260,1800,-1.00,4.1,-1.0,14.14,-1,1.002,21
22280,1800,-1.00,4.1,-1.0,14.16,-1,1.002,25
22300,1800,-1.00,4.1,-1.0,14.14,-1,1.002,18
22320,1800,-1.00,4.2,-1.0,14.19,-1,1.002,30
22340,1800,-1.00,4.2,-1.0,14.17,-1,1.002,22
22360,1800,-1.00,4.2,-1.0,14.11,-1,1.002,18
22380,1800,-1.00,4.2,-1.0,14.12,-1,1.002,31
22400,1800,-1.00,4.2,-1.0,14.12,-1,1.002,16
22420,1800,-1.00,4.3,-1.0,14.11,-1,1.002,16
22440,1800,-1.00,4.3,-1.0,14.13,-1,1.002,20
22460,1800,-1.00,4.3,-1.0,14.11,-1,1.002,20
22480,1800,-1.00,4.3,-1.0,14.20,-1,1.002,24
22500,1800,-1.00,4.3,-1.0,14.19,-1,1.002,27
22520,1800,-1.00,4.3,-1.0,14.12,-1,1.002,18
22540,1800,-1.00,4.4,-1.0,14.15,-1,1.002,20
22560,1800,-1.00,4.4,-1.0,14.11,-1,1.002,18
22580,1800,-1.00,4.4,-1.0,14.20,-1,1.002,30
22600,1800,-1.00,4.4,-1.0,14.14,-1,1.002,18
22620,1800,-1.00,4.4,-1.0,14.11,-1,1.002,21
22640,1800,-1.00,4.5,-1.0,14.17,-1,1.002,20
22660,1800,-1.00,4.5,-1.0,14.13,-1,1.002,18
22680,1800,-1.00,4.5,-1.0,14.14,-1,1.002,27
22700,1800,-1.00,4.5,-1.0,14.17,-1,1.002,17
22720,1800,-1.00,4.5,-1.0,14.19,-1,1.002,29
22740,1800,-1.00,4.5,-1.0,14.16,-1,1.002,20
22760,1800,-1.00,4.6,-1.0,14.10,-1,1.002,19
22780,1800,-1.00,4.6,-1.0,14.17,-1,1.002,26
22800,1800,-1.00,4.6,-1.0,14.13,-1,1.002,25
22820,1800,-1.00,4.6,-1.0,14.17,-1,1.002,31
22840,1800,-1.00,4.6,-1.0,14.13,-1,1.002,29
22860,1800,-1.00,4.7,-1.0,14.14,-1,1.002,25
22880,1800,-1.00,4.7,-1.0,14.20,-1,1.002,16
22900,1800,-1.00,4.7,-1.0,14.16,-1,1.002,28
22920,1800,-1.00,4.7,-1.0,14.10,-1,1.002,24
22940,1800,-1.00,4.7,-1.0,14.14,-1,1.002,26
22960,1800,-1.00,4.7,-1.0,14.13,-1,1.002,31
22980,1800,-1.00,4.8,-1.0,14.16,-1,1.002,27
23000,1800,-1.00,4.8,-1.0,14.14,-1,1.002,25
23020,1800,-1.00,4.8,-1.0,14.18,-1,1.002,23
23040,1800,-1.00,4.8,-1.0,14.19,-1,1.002,16
23060,1800,-1.00,4.8,-1.0,14.16,-1,1.002,29
23080,1800,-1.00,4.8,-1.0,14.13,-1,1.002,22
23100,1800,-1.00,4.9,-1.0,14.12,-1,1.002,31
23120,1800,-1.00,4.9,-1.0,14.11,-1,1.002,30
23140,1800,-1.00,4.9,-1.0,14.12,-1,1.002,27
23160,1800,-1.00,4.9,-1.0,14.15,-1,1.002,30
23180,1800,-1.00,4.9,-1.0,14.12,-1,1.002,23
23200,1800,-1.00,5.0,-1.0,14.12,-1,1.002,20
23220,1800,-1.00,5.0,-1.0,14.16,-1,1.002,18
23240,1800,-1.00,5.0,-1.0,14.18,-1,1.002,26
23260,1800,-1.00,5.0,-1.0,14.15,-1,1.002,21
23280,1800,-1.00,5.0,-1.0,14.14,-1,1.002,26
23300,1800,-1.00,5.0,-1.0,14.19,-1,1.002,30
23320,1800,-1.00,5.1,-1.0,14.17,-1,1.002,19
23340,1800,-1.00,5.1,-1.0,14.14,-1,1.002,22
23360,1800,-1.00,5.1,-1.0,14.10,-1,1.002,16
23380,1800,-1.00,5.1,-1.0,14.13,-1,1.002,29
23400,1800,-1.00,5.1,-1.0,14.13,-1,1.002,18
23420,1800,-1.00,5.2,-1.0,14.19,-1,1.002,25
23440,1800,-1.00,5.2,-1.0,14.16,-1,1.002,16
23460,1800,-1.00,5.2,-1.0,14.14,-1,1.002,16
23480,1800,-1.00,5.2,-1.0,14.12,-1,1.002,24
23500,1800,-1.00,5.2,-1.0,14.14,-1,1.002,23
23520,1800,-1.00,5.2,-1.0,14.17,-1,1.002,22
23540,1800,-1.00,5.3,-1.0,14.14,-1,1.002,18
23560,1800,-1.00,5.3,-1.0,14.14,-1,1.002,16
23580,1800,-1.00,5.3,-1.0,14.11,-1,1.002,27
23600,1800,-1.00,5.3,-1.0,14.19,-1,1.002,24
23620,1800,-1.00,5.3,-1.0,14.20,-1,1.002,16
23640,1800,-1.00,5.4,-1.0,14.10,-1,1.002,18
23660,1800,-1.00,5.4,-1.0,14.18,-1,1.002,24
23680,1800,-1.00,5.4,-1.0,14.17,-1,1.002,25
23700,1800,-1.00,5.4,-1.0,14.19,-1,1.002,30
23720,1800,-1.00,5.4,-1.0,14.13,-1,1.002,22
23740,1800,-1.00,5.4,-1.0,14.16,-1,1.002,21
23760,1800,-1.00,5.5,-1.0,14.20,-1,1.002,19
23780,1800,-1.00,5.5,-1.0,14.19,-1,1.002,23
23800,1800,-1.00,5.5,-1.0,14.20,-1,1.002,26
23820,1800,-1.00,5.5,-1.0,14.16,-1,1.002,29
23840,1800,-1.00,5.5,-1.0,14.14,-1,1.002,25
23860,1800,-1.00,5.6,-1.0,14.15,-1,1.002,25
23880,1800,-1.00,5.6,-1.0,14.18,-1,1.002,26
23900,1800,-1.00,5.6,-1.0,14.19,-1,1.002,18
23920,1800,-1.00,5.6,-1.0,14.19,-1,1.002,16
23940,1800,-1.00,5.6,-1.0,14.16,-1,1.002,25
23960,1800,-1.00,5.6,-1.0,14.14,-1,1.002,25
23980,1800,-1.00,5.7,-1.0,14.15,-1,1.002,23
24000,1800,-1.00,5.7,-1.0,14.14,-1,1.002,16
24020,1800,-1.00,5.7,-1.0,14.12,-1,1.002,20
24040,1800,-1.00,5.7,-1.0,14.17,-1,1.002,23
24060,1800,-1.00,5.7,-1.0,14.15,-1,1.002,23
24080,1800,-1.00,5.7,-1.0,14.17,-1,1.002,27
24100,1800,-1.00,5.8,-1.0,14.11,-1,1.002,27
24120,1800,-1.00,5.8,-1.0,14.16,-1,1.002,30
24140,1800,-1.00,5.8,-1.0,14.16,-1,1.002,24
24160,1800,-1.00,5.8,-1.0,14.16,-1,1.002,26
24180,1800,-1.00,5.8,-1.0,14.16,-1,1.002,20
24200,1800,-1.00,5.9,-1.0,14.15,-1,1.002,29
24220,1800,-1.00,5.9,-1.0,14.17,-1,1.002,29
24240,1800,-1.00,5.9,-1.0,14.19,-1,1.002,21
24260,1800,-1.00,5.9,-1.0,14.20,-1,1.002,29
24280,1800,-1.00,5.9,-1.0,14.18,-1,1.002,24
24300,1800,-1.00,5.9,-1.0,14.11,-1,1.002,24
24320,1800,-1.00,6.0,-1.0,14.12,-1,1.002,19
24340,1800,-1.00,6.0,-1.0,14.15,-1,1.002,18
24360,1800,-1.00,6.0,-1.0,14.13,-1,1.002,22
24380,1800,-1.00,6.0,-1.0,14.13,-1,1.002,24
24400,1800,-1.00,6.0,-1.0,14.12,-1,1.002,22
24420,1800,-1.00,6.1,-1.0,14.18,-1,1.002,31
24440,1800,-1.00,6.1,-1.0,14.14,-1,1.002,21
24460,1800,-1.00,6.1,-1.0,14.11,-1,1.002,18
24480,1800,-1.00,6.1,-1.0,14.13,-1,1.002,30
24500,1800,-1.00,6.1,-1.0,14.17,-1,1.002,19
24520,1800,-1.00,6.1,-1.0,14.18,-1,1.002,30
24540,1800,-1.00,6.2,-1.0,14.13,-1,1.002,16
24560,1800,-1.00,6.2,-1.0,14.15,-1,1.002,20
24580,1800,-1.00,6.2,-1.0,14.17,-1,1.002,24
24600,1800,-1.00,6.2,-1.0,14.12,-1,1.002,22
24620,1800,-1.00,6.2,-1.0,14.18,-1,1.002,30
24640,1800,-1.00,6.3,-1.0,14.11,-1,1.002,16
24660,1800,-1.00,6.3,-1.0,14.20,-1,1.002,16
24680,1800,-1.00,6.3,-1.0,14.11,-1,1.002,28
24700,1800,-1.00,6.3,-1.0,14.13,-1,1.002,23
24720,1800,-1.00,6.3,-1.0,14.17,-1,1.002,17
24740,1800,-1.00,6.3,-1.0,14.10,-1,1.002,16
24760,1800,-1.00,6.4,-1.0,14.17,-1,1.002,18
24780,1800,-1.00,6.4,-1.0,14.12,-1,1.002,25
24800,1800,-1.00,6.4,-1.0,14.10,-1,1.002,28
24820,1800,-1.00,6.4,-1.0,14.16,-1,1.002,24
24840,1800,-1.00,6.4,-1.0,14.19,-1,1.002,17
24860,1800,-1.00,6.5,-1.0,14.15,-1,1.002,30
24880,1800,-1.00,6.5,-1.0,14.20,-1,1.002,22
24900,1800,-1.00,6.5,-1.0,14.18,-1,1.002,20
24920,1800,-1.00,6.5,-1.0,14.12,-1,1.002,28
24940,1800,-1.00,6.5,-1.0,14.19,-1,1.002,17
24960,1800,-1.00,6.5,-1.0,14.20,-1,1.002,25
24980,1800,-1.00,6.6,-1.0,14.20,-1,1.002,20
25000,1800,-1.00,6.6,-1.0,14.17,-1,1.002,16
25020,1800,-1.00,6.6,-1.0,14.13,-1,1.002,22
25040,1800,-1.00,6.6,-1.0,14.20,-1,1.002,16
25060,1800,-1.00,6.6,-1.0,14.13,-1,1.002,18
25080,1800,-1.00,6.6,-1.0,14.17,-1,1.002,24
25100,1800,-1.00,6.7,-1.0,14.20,-1,1.002,20
25120,1800,-1.00,6.7,-1.0,14.20,-1,1.002,22
25140,1800,-1.00,6.7,-1.0,14.12,-1,1.002,17
25160,1800,-1.00,6.7,-1.0,14.13,-1,1.002,18
25180,1800,-1.00,6.7,-1.0,14.19,-1,1.002,22
25200,1800,-1.00,6.8,-1.0,14.11,-1,1.002,26
25220,1800,-1.00,6.8,-1.0,14.12,-1,1.002,27
25240,1800,-1.00,6.8,-1.0,14.18,-1,1.002,23
25260,1800,-1.00,6.8,-1.0,14.18,-1,1.002,21
25280,1800,-1.00,6.8,-1.0,14.11,-1,1.002,18
25300,1800,-1.00,6.8,-1.0,14.19,-1,1.002,19
25320,1800,-1.00,6.9,-1.0,14.16,-1,1.002,31
25340,1800,-1.00,6.9,-1.0,14.15,-1,1.002,26
25360,1800,-1.00,6.9,-1.0,14.17,-1,1.002,26
25380,1800,-1.00,6.9,-1.0,14.14,-1,1.002,23
25400,1800,-1.00,6.9,-1.0,14.11,-1,1.002,29
25420,1800,-1.00,7.0,-1.0,14.12,-1,1.002,20
25440,-1,-1.00,-1.0,-1.0,-1.00,-1,-1.000,25
25460,1800,-1.00,-1.0,-1.0,14.19,-1,1.002,48
25480,1800,-1.00,-1.0,-1.0,14.13,-1,1.002,52
25500,1800,-1.00,-0.9,-1.0,14.11,-1,1.002,55
25520,1800,-1.00,-0.9,-1.0,14.15,-1,1.002,49
25540,1800,-1.00,-0.9,-1.0,14.20,-1,1.002,49
25560,1800,-1.00,-0.9,-1.0,14.15,-1,1.002,53
25580,1800,-1.00,-0.9,-1.0,14.17,-1,1.002,57
25600,1800,-1.00,-0.9,-1.0,14.13,-1,1.002,54
25620,1800,-1.00,-0.8,-1.0,14.19,-1,1.002,63
25640,1800,-1.00,-0.8,-1.0,14.12,-1,1.002,50
25660,1800,-1.00,-0.8,-1.0,14.11,-1,1.002,51
25680,1800,-1.00,-0.8,-1.0,14.14,-1,1.002,56
25700,1800,-1.00,-0.8,-1.0,14.19,-1,1.002,60
25720,1800,-1.00,-0.7,-1.0,14.14,-1,1.002,60
25740,1800,-1.00,-0.7,-1.0,14.14,-1,1.002,58
25760,1800,-1.00,-0.7,-1.0,14.19,-1,1.002,53
25780,1800,-1.00,-0.7,-1.0,14.17,-1,1.002,53
25800,1800,-1.00,-0.7,-1.0,14.12,-1,1.002,55
25820,1800,-1.00,-0.7,-1.0,14.19,-1,1.002,62
25840,1800,-1.00,-0.6,-1.0,14.17,-1,1.002,55
25860,1800,-1.00,-0.6,-1.0,14.13,-1,1.002,49
25880,1800,-1.00,-0.6,-1.0,14.17,-1,1.002,59
25900,1800,-1.00,-0.6,-1.0,14.17,-1,1.002,50
25920,1800,-1.00,-0.6,-1.0,14.17,-1,1.002,48
25940,1800,-1.00,-0.5,-1.0,14.11,-1,1.002,51
25960,1800,-1.00,-0.5,-1.0,14.17,-1,1.002,55
25980,1800,-1.00,-0.5,-1.0,14.14,-1,1.002,58
26000,1800,-1.00,-0.5,-1.0,14.11,-1,1.002,61
26020,1800,-1.00,-0.5,-1.0,14.13,-1,1.002,61
26040,1800,-1.00,-0.5,-1.0,14.12,-1,1.002,58
26060,1800,-1.00,-0.4,-1.0,14.14,-1,1.002,63
26080,1800,-1.00,-0.4,-1.0,14.19,-1,1.002,60
26100,1800,-1.00,-0.4,-1.0,14.11,-1,1.002,61
26120,1800,-1.00,-0.4,-1.0,14.16,-1,1.002,56
26140,1800,-1.00,-0.4,-1.0,14.17,-1,1.002,63
26160,1800,-1.00,-0.4,-1.0,14.17,-1,1.002,61
26180,1800,-1.00,-0.3,-1.0,14.16,-1,1.002,53
26200,1800,-1.00,-0.3,-1.0,14.19,-1,1.002,49
26220,1800,-1.00,-0.3,-1.0,14.13,-1,1.002,57
26240,1800,-1.00,-0.3,-1.0,14.19,-1,1.002,53
26260,1800,-1.00,-0.3,-1.0,14.14,-1,1.002,58
26280,1800,-1.00,-0.2,-1.0,14.15,-1,1.002,52
26300,1800,-1.00,-0.2,-1.0,14.12,-1,1.002,58
26320,1800,-1.00,-0.2,-1.0,14.19,-1,1.002,51
26340,1800,-1.00,-0.2,-1.0,14.18,-1,1.002,52
26360,1800,-1.00,-0.2,-1.0,14.16,-1,1.002,56
26380,1800,-1.00,-0.2,-1.0,14.17,-1,1.002,55
26400,1800,-1.00,-0.1,-1.0,14.15,-1,1.002,57
26420,1800,-1.00,-0.1,-1.0,14.15,-1,1.002,59
26440,1800,-1.00,-0.1,-1.0,14.15,-1,1.002,61
26460,1800,-1.00,-0.1,-1.0,14.20,-1,1.002,57
26480,1800,-1.00,-0.1,-1.0,14.18,-1,1.002,60
26500,1800,-1.00,-0.0,-1.0,14.11,-1,1.002,61
26520,1800,-1.00,-0.0,-1.0,14.15,-1,1.002,59
26540,1800,-1.00,-0.0,-1.0,14.12,-1,1.002,58
26560,1800,-1.00,0.0,-1.0,14.20,-1,1.002,20
26580,1800,-1.00,0.0,-1.0,14.15,-1,1.002,28
26600,1800,-1.00,0.0,-1.0,14.13,-1,1.002,17
26620,1800,-1.00,0.1,-1.0,14.14,-1,1.002,21
26640,1800,-1.00,0.1,-1.0,14.11,-1,1.002,22
26660,1800,-1.00,0.1,-1.0,14.15,-1,1.002,16
26680,1800,-1.00,0.1,-1.0,14.11,-1,1.002,26
26700,1800,-1.00,0.1,-1.0,14.12,-1,1.002,16
26720,1800,-1.00,0.2,-1.0,14.14,-1,1.002,23
26740,1800,-1.00,0.2,-1.0,14.12,-1,1.002,23
26760,1800,-1.00,0.2,-1.0,14.10,-1,1.002,23
26780,1800,-1.00,0.2,-1.0,14.18,-1,1.002,17
26800,1800,-1.00,0.2,-1.0,14.14,-1,1.002,26
26820,1800,-1.00,0.2,-1.0,14.13,-1,1.002,31
26840,1800,-1.00,0.3,-1.0,14.19,-1,1.002,18
26860,1800,-1.00,0.3,-1.0,14.10,-1,1.002,25
26880,1800,-1.00,0.3,-1.0,14.18,-1,1.002,31
26900,1800,-1.00,0.3,-1.0,14.15,-1,1.002,27
26920,1800,-1.00,0.3,-1.0,14.20,-1,1.002,31
26940,1800,-1.00,0.4,-1.0,14.13,-1,1.002,30
26960,1800,-1.00,0.4,-1.0,14.13,-1,1.002,28
26980,1800,-1.00,0.4,-1.0,14.16,-1,1.002,23
27000,1800,-1.00,0.4,-1.0,14.17,-1,1.002,22
27020,1800,-1.00,0.4,-1.0,14.19,-1,1.002,26
27040,1800,-1.00,0.4,-1.0,14.17,-1,1.002,18
27060,1800,-1.00,0.5,-1.0,14.10,-1,1.002,22
27080,1800,-1.00,0.5,-1.0,14.11,-1,1.002,25
27100,1800,-1.00,0.5,-1.0,14.19,-1,1.002,24
27120,1800,-1.00,0.5,-1.0,14.20,-1,1.002,16
27140,1800,-1.00,0.5,-1.0,14.11,-1,1.002,20
27160,1800,-1.00,0.5,-1.0,14.11,-1,1.002,22
27180,-1,-1.00,-1.0,-1.0,-1.00,-1,-1.000,18
27200,1800,-1.00,-1.0,-1.0,14.16,-1,1.002,61
27220,1800,-1.00,-1.0,-1.0,14.14,-1,1.002,61
27240,1800,-1.00,-0.9,-1.0,14.18,-1,1.002,63
27260,1800,-1.00,-0.9,-1.0,14.11,-1,1.002,52
27280,1800,-1.00,-0.9,-1.0,14.17,-1,1.002,60
27300,1800,-1.00,-0.9,-1.0,14.15,-1,1.002,55
27320,1800,-1.00,-0.9,-1.0,14.20,-1,1.002,51
27340,1800,-1.00,-0.9,-1.0,14.18,-1,1.002,62
27360,1800,-1.00,-0.8,-1.0,14.10,-1,1.002,53
27380,1800,-1.00,-0.8,-1.0,14.11,-1,1.002,58
27400,1800,-1.00,-0.8,-1.0,14.13,-1,1.002,55
27420,1800,-1.00,-0.8,-1.0,14.17,-1,1.002,49
27440,1800,-1.00,-0.8,-1.0,14.16,-1,1.002,54
27460,1800,-1.00,-0.7,-1.0,14.10,-1,1.002,61
27480,1800,-1.00,-0.7,-1.0,14.12,-1,1.002,49
27500,1800,-1.00,-0.7,-1.0,14.12,-1,1.002,56
27520,1800,-1.00,-0.7,-1.0,14.18,-1,1.002,48
27540,1800,-1.00,-0.7,-1.0,14.16,-1,1.002,56
27560,1800,-1.00,-0.7,-1.0,14.17,-1,1.002,59
27580,1800,-1.00,-0.6,-1.0,14.15,-1,1.002,54
27600,1800,-1.00,-0.6,-1.0,14.16,-1,1.002,62
27620,1800,-1.00,-0.6,-1.0,14.14,-1,1.002,62
27640,1800,-1.00,-0.6,-1.0,14.19,-1,1.002,53
27660,1800,-1.00,-0.6,-1.0,14.15,-1,1.002,59
27680,1800,-1.00,-0.5,-1.0,14.12,-1,1.002,49
27700,1800,-1.00,-0.5,-1.0,14.17,-1,1.002,61
27720,1800,-1.00,-0.5,-1.0,14.20,-1,1.002,59
27740,1800,-1.00,-0.5,-1.0,14.14,-1,1.002,58
27760,1800,-1.00,-0.5,-1.0,14.13,-1,1.002,63
27780,1800,-1.00,-0.5,-1.0,14.11,-1,1.002,51
27800,1800,-1.00,-0.4,-1.0,14.17,-1,1.002,51
27820,1800,-1.00,-0.4,-1.0,14.16,-1,1.002,48
27840,1800,-1.00,-0.4,-1.0,14.18,-1,1.002,56
27860,1800,-1.00,-0.4,-1.0,14.12,-1,1.002,48
27880,1800,-1.00,-0.4,-1.0,14.13,-1,1.002,63
27900,1800,-1.00,-0.4,-1.0,14.11,-1,1.002,52
27920,1800,-1.00,-0.3,-1.0,14.15,-1,1.002,53
27940,1800,-1.00,-0.3,-1.0,14.12,-1,1.002,52
27960,1800,-1.00,-0.3,-1.0,14.11,-1,1.002,53
27980,1800,-1.00,-0.3,-1.0,14.17,-1,1.002,61
28000,1800,-1.00,-0.3,-1.0,14.16,-1,1.002,50
28020,1800,-1.00,-0.2,-1.0,14.17,-1,1.002,48
28040,1800,-1.00,-0.2,-1.0,14.13,-1,1.002,50
28060,1800,-1.00,-0.2,-1.0,14.15,-1,1.002,54
28080,1800,-1.00,-0.2,-1.0,14.12,-1,1.002,63
28100,1800,-1.00,-0.2,-1.0,14.13,-1,1.002,55
28120,1800,-1.00,-0.2,-1.0,14.12,-1,1.002,52
28140,1800,-1.00,-0.1,-1.0,14.17,-1,1.002,52
28160,1800,-1.00,-0.1,-1.0,14.13,-1,1.002,50
28180,1800,-1.00,-0.1,-1.0,14.16,-1,1.002,57
28200,1800,-1.00,-0.1,-1.0,14.13,-1,1.002,55
28220,-1,-1.00,-1.0,-1.0,-1.00,-1,-1.000,20
28240,1800,-1.00,-1.0,-1.0,14.18,-1,1.002,56
28260,1800,-1.00,-1.0,-1.0,14.15,-1,1.002,55
28280,1800,-1.00,-0.9,-1.0,14.14,-1,1.002,48
28300,1800,-1.00,-0.9,-1.0,14.18,-1,1.002,53
28320,1800,-1.00,-0.9,-1.0,14.16,-1,1.002,57
28340,1800,-1.00,-0.9,-1.0,14.13,-1,1.002,58
